source,target,weight
5850562,4907296,1
397608,3368761,1
5363666,571676,1
5574525,2380669,1
5527925,1521658,1
2527158,6647346,1
4715222,5954012,1
5598989,6055266,1
5598989,5716320,1
5598989,1771030,1
1930503,1647096,2
87310,6137882,1
2511238,2329291,1
217420,2708092,1
376324,1521658,1
5185652,1521658,1
1715138,1491328,1
1715138,7150607,1
1715138,3332930,1
229050,6468513,1
229050,1521658,1
2854710,1982825,1
4541619,6397652,1
4541619,7048028,1
3459444,6448658,1
672142,4801004,1
6386785,2111810,1
669336,5593106,1
6246838,3332930,1
27011,6115409,1
27011,2717325,1
5449601,6468513,1
646081,1521658,1
5691693,4903687,1
377645,888028,1
2409839,1521658,1
4126618,6649622,1
2550213,612250,1
3528536,1521658,1
1356102,1521658,1
83455,6234729,1
1038000,134946,1
736123,2773173,1
736123,2808535,1
736123,6514401,1
736123,1351622,1
736123,2445237,1
736123,2553412,1
1437268,3702705,1
6323965,1521658,1
92548,2329291,1
7212285,5613435,1
7212285,7114856,1
7212285,7170514,1
7212285,3975838,1
7212285,2114742,1
1198385,5593106,1
2704670,5905067,1
2916438,6234729,1
1944898,3659646,1
4260055,5581835,1
1887647,5581835,1
3232780,4910822,1
2361783,6981258,1
3418359,6309763,1
927247,6234729,1
927247,653538,1
1321769,1521658,1
1912808,2079582,1
5405071,1521658,1
2720249,1521658,1
5093224,4907296,1
2372964,4938191,2
6708031,2896716,1
6708031,60,1
6708031,2811659,1
6708031,974129,1
6708031,6448658,1
6708031,4591393,1
6708031,2974926,1
3839357,3839357,1
3594306,3317553,1
3594306,335830,1
3594306,4645949,1
3594306,4651245,1
2148095,4340768,1
2148095,4750380,1
6350802,2329291,1
869885,1521658,1
4688824,5417663,1
4688824,4910822,1
4688824,6448658,1
4688824,135380,1
4688824,4907296,1
4688824,4582651,1
5970646,6468513,1
6891545,828030,1
6891545,6151662,1
6891545,7008528,1
2802083,4228365,1
2802083,1319862,1
2802083,118671,1
2802083,2682713,1
928392,2682724,1
5457383,2380669,1
4486814,1521658,1
272639,6542398,1
972985,6468513,1
593525,7252972,1
593525,523063,1
593525,1802125,1
5592819,6069979,1
3447246,1521658,1
1540852,2142849,1
1470706,3931971,1
6557234,85058,1
3107096,2551280,1
