date,mean,smoothed_mean
1993-01-04,-0.230726,-0.445896
1993-01-12,-0.303428,-0.466597
1993-01-19,-0.460243,-0.472719
1993-01-26,-0.599208,-0.454883
1993-02-01,-0.635877,-0.425817
1993-02-08,-0.570103,-0.428338
1993-02-16,-0.509445,-0.428794
1993-02-23,-0.330038,-0.424755
1993-03-02,-0.193289,-0.423003
1993-03-08,-0.253411,-0.420715
1993-03-15,-0.307533,-0.416704
1993-03-22,-0.42389,-0.408239
1993-03-30,-0.583445,-0.411499
1993-04-06,-0.615283,-0.443668
1993-04-13,-0.534001,-0.47749
1993-04-19,-0.433261,-0.515472
1993-04-26,-0.359379,-0.544253
1993-05-03,-0.482812,-0.556466
1993-05-11,-0.557807,-0.559747
1993-05-18,-0.649372,-0.562841
1993-05-24,-0.68292,-0.546611
1993-05-31,-0.693363,-0.531251
1993-06-07,-0.644804,-0.498515
1993-06-15,-0.561852,-0.452548
1993-06-22,-0.287191,-0.393139
1993-06-29,-0.221136,-0.351437
1993-07-05,-0.188187,-0.293704
1993-07-12,-0.14411,-0.219591
1993-07-19,-0.114689,-0.136523
1993-07-27,-0.307602,-0.064642
1993-08-03,-0.173768,0.014816
1993-08-10,0.022215,0.093328
1993-08-16,0.185758,0.158136
1993-08-23,0.359738,0.22751
1993-08-31,0.493991,0.32549
1993-09-07,0.518422,0.422177
1993-09-14,0.439158,0.524716
1993-09-20,0.509675,0.612009
1993-09-27,0.574225,0.680785
1993-10-04,0.696414,0.723814
1993-10-12,0.945068,0.740103
1993-10-19,0.971388,0.762411
1993-10-26,0.978725,0.764732
1993-11-01,0.881248,0.754807
1993-11-08,0.665026,0.74815
1993-11-15,0.63993,0.731467
1993-11-23,0.530564,0.720887
1993-11-30,0.484898,0.706377
1993-12-06,0.636503,0.671661
1993-12-13,0.794919,0.635179
1993-12-20,0.876173,0.602562
1993-12-28,0.848135,0.585275
1994-01-04,0.568798,0.557468
1994-01-11,0.336693,0.49542
1994-01-17,0.346374,0.387955
1994-01-24,0.374986,0.280191
1994-01-31,0.23463,0.19897
1994-02-08,0.078074,0.151417
1994-02-15,-0.172267,0.129488
1994-02-22,-0.093708,0.119635
1994-02-28,0.117154,0.100504
1994-03-07,0.140814,0.09393
1994-03-15,0.139334,0.106433
1994-03-22,0.257699,0.140996
1994-03-29,0.202803,0.162782
1994-04-04,0.175464,0.136272
1994-04-11,0.190604,0.091215
1994-04-18,0.138803,0.039357
1994-04-26,0.10236,-0.034707
1994-05-03,-0.121434,-0.088259
1994-05-10,-0.2647,-0.133853
1994-05-16,-0.327389,-0.158659
1994-05-23,-0.408872,-0.18098
1994-05-30,-0.279165,-0.212153
1994-06-07,-0.234888,-0.214465
1994-06-14,-0.032644,-0.195134
1994-06-21,-0.062088,-0.164696
1994-06-27,-0.178198,-0.1192
1994-07-04,-0.142242,-0.067783
1994-07-12,-0.090717,0.004878
1994-07-19,-0.053452,0.069166
1994-07-26,0.00059,0.148188
1994-08-01,0.183588,0.25167
1994-08-08,0.419064,0.363068
1994-08-15,0.54595,0.480752
1994-08-23,0.649111,0.596378
1994-08-30,0.753135,0.715792
1994-09-06,0.860346,0.822989
1994-09-12,0.968439,0.913866
1994-09-19,0.987181,1.010257
1994-09-26,1.075315,1.103744
1994-10-04,1.148356,1.177682
1994-10-11,1.236962,1.224587
1994-10-17,1.41347,1.253671
1994-10-24,1.490494,1.263125
1994-10-31,1.418578,1.259407
1994-11-08,1.282484,1.242869
1994-11-15,1.230202,1.237221
1994-11-22,1.072265,1.229078
1994-11-28,1.04185,1.197846
1994-12-05,0.999514,1.169396
1994-12-12,1.186136,1.131231
1994-12-20,1.340179,1.089607
1994-12-27,1.209404,1.085973
1995-01-03,1.162532,1.091333
1995-01-09,0.938995,1.071271
1995-01-16,0.855587,1.00437
1995-01-24,1.039559,0.90932
1995-01-31,1.090088,0.827553
1995-02-07,0.818961,0.76446
1995-02-13,0.58402,0.741384
1995-02-20,0.484734,0.715384
1995-02-27,0.4735,0.654819
1995-03-07,0.594692,0.58763
1995-03-14,0.731316,0.551455
1995-03-21,0.621582,0.54287
1995-03-27,0.494476,0.545636
1995-04-03,0.485391,0.527135
1995-04-10,0.493387,0.481206
1995-04-18,0.506749,0.427482
1995-04-25,0.509629,0.388914
1995-05-01,0.306995,0.385457
1995-05-08,0.181334,0.394379
1995-05-15,0.2478,0.395275
1995-05-23,0.274463,0.390804
1995-05-30,0.463369,0.361086
1995-06-06,0.565684,0.33908
1995-06-12,0.501456,0.329649
1995-06-19,0.466501,0.321963
1995-06-26,0.242169,0.331586
1995-07-04,0.108944,0.344051
1995-07-11,0.096453,0.359962
1995-07-18,0.178623,0.404608
1995-07-24,0.361076,0.467348
1995-07-31,0.57555,0.554165
1995-08-07,0.708886,0.672783
1995-08-15,0.903272,0.832272
1995-08-22,1.031158,1.021068
1995-08-28,1.023519,1.209949
1995-09-04,1.176509,1.36194
1995-09-11,1.531856,1.494113
1995-09-19,1.877781,1.583222
1995-09-26,2.061006,1.661265
1995-10-03,1.943471,1.7309
1995-10-09,1.898447,1.779868
1995-10-16,1.705248,1.804838
1995-10-23,1.733546,1.806916
1995-10-31,1.650235,1.795265
1995-11-07,1.617221,1.776739
1995-11-14,1.756586,1.755302
1995-11-20,1.896482,1.757762
1995-11-27,1.956148,1.760786
1995-12-12,1.726948,1.701922
1995-12-19,1.724927,1.61445
1995-12-25,1.757744,1.4861
1996-01-01,1.507411,1.346886
1996-01-08,1.28913,1.308014
1996-01-15,1.056808,1.216261
1996-01-22,0.869685,1.139629
1996-01-29,0.842431,1.051564
1996-02-05,0.997046,0.975056
1996-02-12,0.90117,0.906804
1996-02-19,1.035232,0.859674
1996-02-26,0.965159,0.850709
1996-03-04,0.818843,0.81893
1996-03-11,0.674866,0.742931
1996-03-18,0.632632,0.668389
1996-03-25,0.789002,0.580125
1996-04-01,0.556419,0.497991
1996-04-08,0.313057,0.442858
1996-04-15,0.230293,0.409644
1996-04-22,0.240856,0.394161
1996-04-29,0.225949,0.353914
1996-05-06,0.322644,0.340474
1996-05-13,0.375941,0.34408
1996-05-20,0.493286,0.346536
1996-05-27,0.426778,0.348235
1996-06-03,0.435463,0.364576
1996-06-10,0.345508,0.391227
1996-06-17,0.252399,0.443208
1996-06-24,0.256143,0.513534
1996-07-01,0.373026,0.5867
1996-07-08,0.562495,0.657227
1996-07-15,0.843775,0.732205
1996-07-22,1.126217,0.814086
1996-07-29,1.085272,0.880995
1996-08-05,1.070208,0.944846
1996-08-12,1.02031,1.002161
1996-08-19,0.98933,1.073306
1996-08-26,0.85832,1.156271
1996-09-02,0.947691,1.250817
1996-09-09,1.078329,1.358846
1996-09-16,1.484079,1.479302
1996-09-23,1.872902,1.611926
1996-09-30,1.936183,1.779673
1996-10-07,2.042472,1.951616
1996-10-14,2.10441,2.086184
1996-10-21,2.182947,2.158044
1996-10-28,2.368046,2.143998
1996-11-04,2.495177,2.106714
1996-11-11,2.289436,2.049541
1996-11-18,2.13082,1.942613
1996-11-25,1.746493,1.819541
1996-12-02,1.600624,1.681233
1996-12-09,1.527921,1.57949
1996-12-16,1.14205,1.444669
1996-12-23,1.075301,1.336105
1996-12-30,1.123275,1.265866
1997-01-07,1.210867,1.115481
1997-01-13,1.26231,1.084363
1997-01-20,1.184583,1.046106
1997-01-27,1.007629,1.013288
1997-02-04,0.917831,0.993553
1997-02-11,0.893107,0.953418
1997-02-17,0.769243,0.893983
1997-02-24,0.860732,0.853525
1997-03-03,0.83568,0.811907
1997-03-11,0.849644,0.776474
1997-03-18,0.727397,0.723037
1997-03-25,0.820465,0.682806
1997-03-31,0.633064,0.643092
1997-04-07,0.598934,0.629275
1997-04-14,0.41217,0.626126
1997-04-22,0.407166,0.634321
1997-04-29,0.503304,0.635924
1997-05-06,0.711335,0.645396
1997-05-12,0.821302,0.650365
1997-05-19,0.801148,0.660871
1997-05-27,0.834891,0.678172
1997-06-03,0.71831,0.700471
1997-06-10,0.643657,0.729976
1997-06-16,0.506728,0.770639
1997-06-23,0.562876,0.830926
1997-06-30,0.703994,0.89182
1997-07-08,0.976881,0.960683
1997-07-15,1.187262,1.050927
1997-07-22,1.343738,1.17391
1997-07-28,1.382933,1.308136
1997-08-04,1.338079,1.445316
1997-08-11,1.455855,1.582328
1997-08-19,1.61357,1.717477
1997-08-26,1.770908,1.842071
1997-09-02,1.938617,1.940711
1997-09-08,2.209988,2.037199
1997-09-15,2.403602,2.130521
1997-09-23,2.465082,2.223107
1997-09-30,2.270698,2.311101
1997-10-07,2.206472,2.387432
1997-10-13,2.295752,2.41304
1997-10-20,2.446841,2.380722
1997-10-27,2.562854,2.319642
1997-11-04,2.625593,2.255388
1997-11-11,2.440468,2.188773
1997-11-18,2.112738,2.114382
1997-11-24,1.915361,2.019593
1997-12-01,1.692408,1.91807
1997-12-08,1.606941,1.804339
1997-12-16,1.626229,1.706114
1997-12-23,1.593742,1.644691
1997-12-29,1.64915,1.600591
1998-01-05,1.602018,1.570699
1998-01-12,1.55644,1.549402
1998-01-20,1.55993,1.511094
1998-01-27,1.518458,1.475243
1998-02-03,1.423388,1.42525
1998-02-09,1.415268,1.382418
1998-02-16,1.281449,1.349512
1998-02-23,1.271091,1.304978
1998-03-03,1.199208,1.243452
1998-03-10,1.21653,1.193326
1998-03-17,1.260284,1.153212
1998-03-23,1.159125,1.131952
1998-03-30,0.964724,1.107431
1998-04-07,0.972253,1.085675
1998-04-14,1.054244,1.037756
1998-04-21,1.090111,0.960006
1998-04-27,1.050395,0.885588
1998-05-04,1.003412,0.836685
1998-05-11,0.785259,0.795302
1998-05-19,0.560527,0.758938
1998-05-26,0.489368,0.736496
1998-06-02,0.524599,0.729909
1998-06-08,0.5998,0.73698
1998-06-15,0.726969,0.755966
1998-06-22,0.888136,0.78505
1998-06-30,0.991108,0.817188
1998-07-07,1.067054,0.866397
1998-07-13,0.956139,0.924071
1998-07-20,0.822278,0.981776
1998-07-27,0.778608,1.034426
1998-08-04,0.967486,1.103851
1998-08-11,1.11886,1.176562
1998-08-18,1.246315,1.258003
1998-08-24,1.361991,1.344717
1998-08-31,1.615927,1.429476
1998-09-07,1.721455,1.507636
1998-09-15,1.689112,1.572732
1998-09-22,1.6027,1.636997
1998-09-29,1.541438,1.710147
1998-10-05,1.670926,1.747709
1998-10-12,1.704725,1.751761
1998-10-19,1.824704,1.737572
1998-10-27,2.020333,1.715042
1998-11-03,1.953986,1.707535
1998-11-09,1.757924,1.705006
1998-11-16,1.561414,1.701038
1998-11-23,1.39993,1.67998
1998-12-01,1.473873,1.627293
1998-12-08,1.648164,1.570165
1998-12-15,1.669015,1.527774
1998-12-21,1.635185,1.484593
